"title","name","start","end","value"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(송석준의원 등 10인)","2016-08-19","2017-11-09","7"
"가정","  가정폭력범죄의 처벌 등에 관한 특례법 일부개정법률안(김삼화의원 등 10인)","2016-08-19","2016-08-19","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김삼화의원 등 11인)","2016-08-19","2017-11-09","7"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김성식의원 등 34인)","2016-08-11","2016-08-11","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(송희경의원 등 22인)","2016-08-08","2016-08-08","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(신용현의원 등 10인)","2016-07-25","2016-07-25","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(유동수의원 등 21인)","2016-07-18","2016-07-18","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(남인순의원 등 17인)","2016-07-18","2016-07-18","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(박광온의원 등 18인)","2016-07-15","2017-11-09","7"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김세연의원 등 24인)","2016-07-06","2016-07-06","2"
"가정","  건강가정기본법 일부개정법률안(이종배의원 등 11인)","2016-07-01","2016-12-01","6"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(김명연의원 등 14인)","2016-07-01","2016-07-01","2"
"가정","  남녀고용평등과 일·가정 양립 지원에 관한 법률 일부개정법률안(한정애의원 등 11인)","2016-06-20","2016-06-20","2"
